Geneid	Length
AT1G15920	1895
AT1G15930	1733
AT1G15940	5047
AT1G15950	3578
AT1G05213	2457
AT1G15960	4441
AT1G15970	2860
AT1G15980	2219
AT1G15990	3060
AT1G16000	827
AT1G16010	2351
AT1G16020	3347
AT1G16022	540
AT1G16025	455
AT1G16030	2570
AT1G16040	2452
AT1G16060	3426
AT1G16070	3680
AT1G16080	1766
AT1G16090	1564
AT1G16100	73
AT1G16110	2711
AT1G05217	244
AT1G16120	2851
AT1G16130	2920
AT1G16150	2763
AT1G16160	2736
AT1G16170	1337
AT1G16180	2853
AT1G16190	2985
AT1G16210	1655
AT1G16220	2509
AT1G16225	1624
AT1G05223	244
AT1G16230	1023
AT1G16240	2002
AT1G16250	2557
AT1G16260	2695
AT1G16270	5508
AT1G16280	2938
AT1G16290	3206
AT1G16300	3366
AT1G16310	2466
AT1G16320	1334
AT1G16330	5075
AT1G16340	3040
AT1G16350	2343
AT1G16360	2545
AT1G16370	1815
AT1G16380	2957
AT1G16390	1985
AT1G16400	2455
AT1G16410	3383
AT1G16420	1871
AT1G16430	1068
AT1G16440	1865
AT1G16445	1671
AT1G16450	73
AT1G16460	3130
AT1G16470	2938
AT1G16480	3315
AT1G05227	291
AT1G16489	1949
AT1G16490	1434
AT1G16500	1424
AT1G05233	222
AT1G16510	872
AT1G05237	304
AT1G16515	653
AT1G16520	2532
AT1G16530	1616
AT1G16540	6119
AT1G16560	2325
AT1G05243	499
AT1G16570	3024
AT1G16590	1437
AT1G16610	3379
AT1G16630	2937
AT1G16635	866
AT1G05247	87
AT1G16640	1203
AT1G16650	3499
AT1G16670	2655
AT1G16680	3740
AT1G16690	3667
AT1G16700	2420
AT1G16705	1731
AT1G16710	8821
AT1G16720	3588
AT1G05253	373
AT1G16730	1039
AT1G05257	116
AT1G16740	1494
AT1G16750	2878
AT1G05263	222
AT1G16760	3515
AT1G16770	1539
AT1G16780	5169
AT1G16790	925
AT1G16800	10985
AT1G16810	1308
AT1G16820	1819
AT1G05267	877
AT1G05273	194
AT1G16825	1655
AT1G16830	1994
AT1G16840	1491
AT1G16850	992
AT1G16860	3303
AT1G16870	2591
AT1G16880	2797
AT1G16890	2353
AT1G05277	729
AT1G16900	3426
AT1G16905	1386
AT1G16910	957
AT1G16916	773
AT1G16920	2163
AT1G16930	2074
AT1G16940	1509
AT1G16945	293
AT1G16950	788
AT1G16960	1147
AT1G16970	5045
AT1G16980	4411
AT1G17000	3935
AT1G17010	1786
AT1G17020	1934
AT1G17030	2156
AT1G17040	3496
AT1G05283	219
AT1G17050	2469
AT1G17060	3395
AT1G17065	1728
AT1G05287	393
AT1G17070	2743
AT1G17080	1477
AT1G17090	2200
AT1G17100	1016
AT1G17110	5260
AT1G17120	2128
AT1G17130	2605
AT1G05293	279
AT1G17140	1978
AT1G05297	337
AT1G17145	2813
AT1G17147	951
AT1G17150	1789
AT1G17160	1902
AT1G17170	1341
AT1G17180	1101
AT1G17190	1326
AT1G17200	1684
AT1G17210	4778
AT1G17220	5494
AT1G17232	4517
AT1G17230	4526
AT1G17235	900
AT1G17240	2547
AT1G17255	3802
AT1G17250	2271
AT1G17260	4841
AT1G17270	2624
AT1G17280	3562
AT1G17285	942
AT1G17290	4069
AT1G17300	1149
AT1G17310	909
AT1G17330	2101
AT1G17340	5038
AT1G17345	1234
AT1G17350	2917
AT1G17360	5114
AT1G05303	262
AT1G17370	3602
AT1G17380	2357
AT1G17400	2011
AT1G05307	377
AT1G17410	1586
AT1G05313	420
AT1G17420	4199
AT1G17430	1869
AT1G17440	3951
AT1G17450	8754
AT1G17455	1543
AT1G17460	3968
AT1G17470	3523
AT1G17480	2089
AT1G17490	984
AT1G17500	5696
AT1G17510	806
AT1G17520	2930
AT1G17530	1629
AT1G17540	3723
AT1G17545	800
AT1G17550	3129
AT1G17560	1294
AT1G17570	82
AT1G17580	10436
AT1G17590	2465
AT1G17600	5179
AT1G17610	3436
AT1G17615	1463
AT1G17620	1468
AT1G17630	2670
AT1G17640	2307
AT1G17650	2717
AT1G17665	2373
AT1G17660	72
AT1G17670	74
AT1G17680	6325
AT1G17690	5660
AT1G17700	880
AT1G17710	1623
AT1G17720	5259
AT1G17730	1359
AT1G17744	1023
AT1G17745	4384
AT1G05317	579
AT1G17750	3798
AT1G05323	225
AT1G05327	739
AT1G17760	6511
AT1G17770	2082
AT1G17780	1773
AT1G17790	2290
AT1G17800	686
AT1G17810	1603
AT1G05333	4282
AT1G17820	3809
AT1G17830	2750
AT1G05337	429
AT1G17840	4120
AT1G17850	3015
AT1G05343	205
AT1G17860	861
AT1G05347	885
AT1G17870	2284
AT1G05353	197
AT1G17880	1599
AT1G17890	1541
AT1G17910	2490
AT1G17920	3951
AT1G05357	280
AT1G17930	2626
AT1G17940	3989
AT1G17950	1809
AT1G17960	2942
AT1G17970	2783
AT1G17980	4244
AT1G17990	2061
AT1G18000	1918
AT1G18010	2070
AT1G18020	2000
AT1G18030	2730
AT1G05363	237
AT1G18040	2658
AT1G05367	316
AT1G18050	1818
AT1G18060	1760
AT1G18070	4734
AT1G05373	217
AT1G05377	257
AT1G18075	196
AT1G18080	2042
AT1G18090	3418
AT1G18100	2978
AT1G05383	550
AT1G18130	2905
AT1G18140	2672
AT1G18150	3533
AT1G18160	5462
AT1G18170	1641
AT1G18180	2165
AT1G18190	3651
AT1G18193	657
AT1G18197	1244
AT1G18200	1661
AT1G18210	2331
AT1G18220	138
AT1G05387	311
AT1G05397	606
AT1G18250	1482
AT1G18260	3357
AT1G18265	1116
AT1G18270	10624
AT1G18280	1213
AT1G18290	1110
AT1G18300	1471
AT1G18310	2757
AT1G18320	1330
AT1G18330	2430
AT1G18335	2449
AT1G18340	2489
AT1G18350	1103
AT1G18360	2733
AT1G18370	4929
AT1G18390	4644
AT1G18382	860
AT1G18400	2459
AT1G18410	6228
AT1G18415	2848
AT1G18420	2360
AT1G18430	72
AT1G18440	1945
AT1G18450	3963
AT1G18460	3789
AT1G18470	4650
AT1G18480	1476
AT1G18485	3222
AT1G18486	357
AT1G18490	2360
AT1G18500	4115
AT1G18510	826
AT1G18520	1428
AT1G18530	634
AT1G18540	1942
AT1G18550	3147
AT1G18560	2995
AT1G18570	1988
AT1G18580	2506
AT1G18590	1499
AT1G18600	2513
AT1G18610	3926
AT1G18620	4915
AT1G18630	1851
AT1G18640	2525
AT1G18650	2351
AT1G18660	5043
AT1G18670	4385
AT1G18680	1615
AT1G18690	3720
AT1G18700	6603
AT1G05407	231
AT1G05413	246
AT1G18710	2679
AT1G18720	2631
AT1G18730	1942
AT1G18735	961
AT1G18740	1628
AT1G18745	968
AT1G05417	74
AT1G05423	82
AT1G05427	97
AT1G05433	69
AT1G18750	3318
AT1G18760	675
AT1G18770	679
AT1G18773	1178
AT1G18780	978
AT1G18790	1265
AT1G18800	2534
AT1G18810	1639
AT1G18820	81
AT1G18830	5402
AT1G18835	648
AT1G05443	332
AT1G18840	3765
AT1G18850	1866
AT1G05447	237
AT1G18860	2601
AT1G18870	4023
AT1G18871	177
AT1G18880	2648
AT1G18879	184
AT1G18890	3312
AT1G05453	671
AT1G18900	3714
AT1G18910	5587
AT1G18940	2022
AT1G18950	5932
AT1G18960	1285
AT1G18970	1115
AT1G18975	3292
AT1G18980	935
AT1G18990	1988
AT1G19000	2301
AT1G19010	2169
AT1G19020	704
AT1G19025	2266
AT1G19040	1337
AT1G19050	1482
AT1G19060	1536
AT1G19080	2277
AT1G19070	252
AT1G19086	797
AT1G19090	2928
AT1G19100	6473
AT1G19110	3924
AT1G19115	1707
AT1G19120	1255
AT1G05463	194
AT1G19130	1289
AT1G05467	373
AT1G19140	1958
AT1G19150	1343
AT1G19160	1128
AT1G19170	2405
AT1G05473	218
AT1G19180	1892
AT1G19190	1155
AT1G19200	1206
AT1G19210	895
AT1G19220	5451
AT1G05477	219
AT1G05483	466
AT1G05487	533
AT1G19230	5434
AT1G19240	1204
AT1G19250	2720
AT1G19260	2310
AT1G19270	3616
AT1G19290	3503
AT1G05493	388
AT1G05497	478
AT1G19300	1683
AT1G19310	1471
AT1G19320	972
AT1G19330	3137
AT1G19340	2650
AT1G19350	2754
AT1G19360	2168
AT1G19370	2332
AT1G19371	190
AT1G19373	76
AT1G19376	87
AT1G19380	985
AT1G19390	2613
AT1G19394	898
AT1G19396	2011
AT1G19397	937
AT1G19400	2462
AT1G19410	1948
AT1G19430	3663
AT1G19440	2185
AT1G19450	3614
AT1G19460	1251
AT1G19464	92
AT1G19470	1239
AT1G19480	2283
AT1G19485	4832
AT1G19490	2530
AT1G19500	1020
AT1G19510	1184
AT1G19520	2989
AT1G19530	1285
AT1G19540	2638
AT1G19550	708
AT1G19565	1048
AT1G19570	1222
AT1G19580	2886
AT1G19600	2336
AT1G19610	734
AT1G19630	4373
AT1G19620	1056
AT1G19640	3035
AT1G19650	3628
AT1G19660	2938
AT1G19670	1607
AT1G19680	2433
AT1G19690	1928
AT1G19700	3479
AT1G05507	359
AT1G19710	2173
AT1G19715	2841
AT1G19720	3148
AT1G19730	1225
AT1G19740	1214
AT1G19750	3501
AT1G19770	1513
AT1G19780	2965
AT1G19790	2194
AT1G19800	1791
AT1G19830	830
AT1G19835	4665
AT1G19840	1084
AT1G19850	4736
AT1G19860	3371
AT1G19870	3810
AT1G19880	3819
AT1G19890	1066
AT1G19900	1907
AT1G19910	1634
AT1G19920	2306
AT1G19930	1119
AT1G19940	3821
AT1G19950	2651
AT1G19960	921
AT1G19968	725
AT1G19970	1815
AT1G19980	2039
AT1G19990	1711
AT1G20000	769
AT1G20010	3114
AT1G20015	89
AT1G05517	283
AT1G20020	2467
AT1G20030	1920
AT1G20040	84
AT1G20050	1467
AT1G20060	6008
AT1G20065	1702
AT1G05523	1157
AT1G20070	1139
AT1G05527	446
AT1G05533	210
AT1G20080	3414
AT1G20090	2168
AT1G20100	2012
AT1G20110	3707
AT1G20120	1929
AT1G20130	2489
AT1G20132	2364
AT1G20135	1662
AT1G20140	1552
AT1G20150	3091
AT1G20160	3348
AT1G20170	72
AT1G20180	1768
AT1G20190	1505
AT1G20200	3346
AT1G20210	72
AT1G20220	2894
AT1G20225	1625
AT1G20230	2540
AT1G20240	3104
AT1G20250	73
AT1G20260	4092
AT1G20270	2499
AT1G20280	758
AT1G20290	4151
AT1G20300	1907
AT1G20310	1260
AT1G20320	1225
AT1G20330	1705
AT1G20340	1347
AT1G20350	965
AT1G05537	256
AT1G20360	1241
AT1G05543	824
AT1G05547	310
AT1G20370	2169
AT1G20375	117
AT1G20380	3801
AT1G20400	4428
AT1G20405	491
AT1G20410	3763
AT1G20420	72
AT1G20430	899
AT1G20440	2465
AT1G20450	1704
AT1G20460	2502
AT1G05553	481
AT1G05557	659
AT1G20470	610
AT1G20480	2315
AT1G20490	2682
AT1G20500	2414
AT1G20510	2760
AT1G20515	1981
AT1G20520	696
AT1G20530	2432
AT1G20540	2752
AT1G20550	3091
AT1G20560	2201
AT1G20570	4707
AT1G20575	2016
AT1G20580	1933
AT1G20590	1300
AT1G20600	1344
AT1G20610	3170
AT1G20620	3569
AT1G20630	3545
AT1G20640	3878
AT1G20650	2765
AT1G20670	3960
AT1G20680	1548
AT1G20683	321
AT1G20687	332
AT1G20691	2312
AT1G20690	1940
AT1G05563	68
AT1G20693	2149
AT1G20696	2302
AT1G20700	1499
AT1G20710	783
AT1G20720	7554
AT1G20730	1438
AT1G20735	1191
AT1G05567	380
AT1G20740	1406
AT1G20750	5712
AT1G20760	5696
AT1G20770	1888
AT1G20780	3822
AT1G20790	1553
AT1G05583	203
AT1G05587	238
AT1G05593	497
AT1G05597	280
AT1G05603	342
AT1G20795	1257
AT1G20800	1523
AT1G20803	552
AT1G20810	1677
AT1G20816	1475
AT1G20823	1006
AT1G20820	72
AT1G20830	2083
AT1G20840	3556
AT1G05607	298
AT1G20850	1637
AT1G20860	4955
AT1G20870	2502
AT1G20875	201
AT1G20880	3547
AT1G20890	1584
AT1G20900	1547
AT1G20910	4294
AT1G20920	4902
AT1G20923	661
AT1G20925	2608
AT1G20930	2358
AT1G20940	1245
AT1G20950	4395
AT1G20960	8673
AT1G20970	6021
AT1G20980	4971
AT1G20990	1845
AT1G05613	279
AT1G21000	1848
AT1G05617	382
AT1G21010	1128
AT1G21050	1614
AT1G05623	293
AT1G21060	2458
AT1G21065	1675
AT1G21070	2359
AT1G21080	4124
AT1G21090	2021
AT1G21100	1751
AT1G21110	1623
AT1G21120	1645
AT1G21130	1923
AT1G05627	191
AT1G05633	205
AT1G21140	1099
AT1G21150	1653
AT1G21160	5365
AT1G21170	6814
AT1G21190	1294
AT1G21200	2526
AT1G21202	94
AT1G05637	87
AT1G21210	3338
AT1G21230	2583
AT1G05643	305
AT1G21240	2596
AT1G21245	501
AT1G21250	2943
AT1G21270	3735
AT1G21280	994
AT1G21310	1765
AT1G21313	522
AT1G05647	398
AT1G21320	3838
AT1G21323	666
AT1G21326	1231
AT1G05653	211
AT1G05657	348
AT1G21340	878
AT1G21350	2357
AT1G21360	2330
AT1G21370	1886
AT1G21380	3145
AT1G21390	1758
AT1G05663	654
AT1G05667	214
AT1G05673	111
AT1G21395	387
AT1G21400	3529
AT1G21410	2619
AT1G21420	72
AT1G21430	1342
AT1G21440	2194
AT1G21450	3101
AT1G21460	1732
AT1G21470	1629
AT1G21480	2607
AT1G21475	750
AT1G21500	1404
AT1G21510	1434
AT1G21520	909
AT1G21528	463
AT1G21529	755
AT1G21530	1840
AT1G21540	2292
AT1G21550	989
AT1G21560	2442
AT1G21580	8775
AT1G21590	3786
AT1G21600	3003
AT1G21610	5134
AT1G21620	1043
AT1G21630	7146
AT1G21640	4477
AT1G21650	11566
AT1G21651	3411
AT1G05683	246
AT1G21660	3604
AT1G21670	2481
AT1G21680	2541
AT1G21690	3124
AT1G21695	1058
AT1G21700	4166
AT1G21710	1819
AT1G21720	2109
AT1G21722	909
AT1G21730	6552
AT1G21740	4335
AT1G21738	234
AT1G21750	3246
AT1G21760	2623
AT1G21770	643
AT1G21780	2133
AT1G21790	1894
AT1G21800	72
AT1G21810	2849
AT1G21830	1779
AT1G21835	273
AT1G21840	1381
AT1G21850	2728
AT1G21860	3188
AT1G21864	470
AT1G21866	461
AT1G21870	1636
AT1G21880	2252
AT1G05687	842
AT1G21890	3079
AT1G21900	1658
AT1G21910	1405
AT1G21920	2082
AT1G21925	303
AT1G21928	303
AT1G21930	1641
AT1G21940	1806
AT1G21950	793
AT1G21960	615
AT1G21970	2073
AT1G21980	4112
AT1G05693	317
AT1G05697	199
AT1G21990	1577
AT1G22000	1651
AT1G22010	492
AT1G22015	2526
AT1G22020	3749
AT1G22030	1853
AT1G22040	2293
AT1G22050	1496
AT1G05703	450
AT1G22060	8477
AT1G05707	516
AT1G22065	770
AT1G22070	3007
AT1G22080	3249
AT1G22090	1718
AT1G05713	210
AT1G22100	2206
AT1G22110	3555
AT1G22120	3324
AT1G22130	2135
AT1G05717	266
AT1G22140	1060
AT1G22150	3968
AT1G22160	906
AT1G22170	2059
AT1G05723	242
AT1G22180	2099
AT1G05727	424
AT1G22190	1631
AT1G22200	3336
AT1G22210	2625
AT1G22220	1378
AT1G22230	1389
AT1G22240	2310
AT1G22250	903
AT1G05733	637
AT1G22260	5634
AT1G22270	742
AT1G22275	5649
AT1G05737	207
AT1G22280	2152
AT1G22290	1323
AT1G22300	2637
AT1G22310	2322
AT1G22320	85
AT1G22330	3212
AT1G22340	1860
AT1G22360	2955
AT1G22370	2421
AT1G22380	2073
AT1G22400	3310
AT1G22403	1141
AT1G22410	3162
AT1G22420	1443
AT1G22430	2817
AT1G22440	2822
AT1G22450	2225
AT1G22460	3371
AT1G05747	428
AT1G22470	828
AT1G22480	1410
AT1G22490	2611
AT1G22500	1425
AT1G05753	548
AT1G22510	2015
AT1G05757	329
AT1G22520	1573
AT1G22530	3120
AT1G22540	2624
AT1G22550	2193
AT1G22570	2387
AT1G22590	2613
AT1G22600	2077
AT1G22620	8824
AT1G22610	3327
AT1G22630	1082
AT1G22640	1402
AT1G22650	2798
AT1G22660	4650
AT1G22670	1682
AT1G22680	1390
AT1G22690	1043
AT1G22700	1979
AT1G05763	272
AT1G22710	2570
AT1G22720	1434
AT1G22730	2967
AT1G22740	1695
AT1G22750	2161
AT1G22760	3736
AT1G22770	6040
AT1G22780	1493
AT1G22790	2217
AT1G22800	2569
AT1G05767	3232
AT1G22810	807
AT1G22830	3142
AT1G22840	1288
AT1G05773	484
AT1G22850	2401
AT1G05777	240
AT1G22860	6090
AT1G22870	5239
AT1G22880	2342
AT1G22882	3073
AT1G22885	1077
AT1G22890	861
AT1G22900	994
AT1G22910	3369
AT1G22920	2488
AT1G22930	4866
AT1G22940	2730
AT1G22950	2264
AT1G22960	3015
AT1G22970	1838
AT1G22980	1993
AT1G22985	855
AT1G22990	1120
AT1G23000	1948
AT1G23010	2774
AT1G23020	3929
AT1G23030	2682
AT1G23037	736
AT1G23040	1935
AT1G23050	825
AT1G23052	825
AT1G23060	2393
AT1G23070	1997
AT1G23080	3462
AT1G23090	4310
AT1G23100	700
AT1G23110	1885
AT1G05787	566
AT1G23120	1031
AT1G23130	926
AT1G23140	1156
AT1G23145	386
AT1G05793	221
AT1G23147	372
AT1G23150	1070
AT1G23160	2261
AT1G23170	3252
AT1G23180	3921
AT1G23190	4740
AT1G23200	2529
AT1G23201	932
AT1G23205	1067
AT1G23210	2117
AT1G23220	2035
AT1G23230	7520
AT1G23240	1936
AT1G23250	1644
AT1G23260	1872
AT1G23270	543
AT1G23280	2188
AT1G23290	815
AT1G23300	3110
AT1G23310	3637
AT1G23320	1928
AT1G23330	2868
AT1G23340	3326
AT1G23350	1245
AT1G23360	1864
AT1G23380	5411
AT1G05797	218
AT1G05803	228
AT1G05807	242
AT1G05813	199
AT1G23390	1952
AT1G23400	3893
AT1G23410	885
AT1G23420	2195
AT1G05817	769
AT1G23440	2887
AT1G23450	2000
AT1G23460	3036
AT1G23465	1181
AT1G23480	3553
AT1G23490	2235
AT1G23500	1405
AT1G23510	1409
AT1G23520	1416
AT1G23530	1139
AT1G23540	3242
AT1G23550	2064
AT1G23560	2005
AT1G23570	1702
AT1G23580	1360
AT1G23590	1521
AT1G23600	1508
AT1G23610	812
AT1G05823	382
AT1G23640	1441
AT1G23645	1244
AT1G23650	87
AT1G23660	1237
AT1G23670	2659
AT1G23680	470
AT1G23690	1508
AT1G23700	3319
AT1G23710	1335
AT1G05827	235
AT1G23720	3327
AT1G23730	2922
AT1G23740	1722
AT1G23750	1495
AT1G23760	2494
AT1G23770	1053
AT1G23780	1868
AT1G23790	2135
AT1G23800	2836
AT1G23810	1072
AT1G23820	2721
AT1G05833	688
AT1G23830	1129
AT1G05837	1005
AT1G23840	1244
AT1G23850	1512
AT1G23860	2242
AT1G23870	3478
AT1G23880	3155
AT1G23890	2101
AT1G23900	6609
AT1G23910	222
AT1G23915	1288
AT1G23935	7817
AT1G23950	1885
AT1G23960	1966
AT1G23965	1178
AT1G23970	1879
AT1G23980	1300
AT1G23985	1693
AT1G05843	596
AT1G23995	300
AT1G05847	347
AT1G24000	659
AT1G24010	715
AT1G24020	1947
AT1G24030	2244
AT1G24040	3061
AT1G24050	1942
AT1G24060	321
AT1G24062	567
AT1G24068	466
AT1G24070	3819
AT1G24080	74
AT1G24090	2751
AT1G24095	1705
AT1G05853	101
AT1G24100	1754
AT1G24110	1305
AT1G24120	3199
AT1G24130	1515
AT1G24140	1782
AT1G05857	352
AT1G24145	1216
AT1G24147	1334
AT1G24148	1343
AT1G24150	2896
AT1G24159	611
AT1G24160	3438
AT1G24170	1852
AT1G24180	3083
AT1G24190	7071
AT1G24200	1205
AT1G24210	1641
AT1G24220	4110
AT1G24230	1097
AT1G24240	1846
AT1G24250	1252
AT1G24256	912
AT1G24260	2588
AT1G05863	367
AT1G24265	3523
AT1G24267	3463
AT1G24270	913
AT1G24280	3243
AT1G05867	315
AT1G24290	1779
AT1G05873	885
AT1G24300	6302
AT1G24310	2392
AT1G24320	4713
AT1G24330	3850
AT1G24340	3800
AT1G24350	2306
AT1G24360	2922
AT1G24380	1619
AT1G24388	596
AT1G24390	795
AT1G05887	241
AT1G05893	241
AT1G05897	278
AT1G24400	2509
AT1G24405	718
AT1G24420	1977
AT1G24430	1512
AT1G05903	674
AT1G24440	2170
AT1G24450	1473
AT1G24460	6778
AT1G24470	2495
AT1G24475	62
AT1G24480	869
AT1G24485	3037
AT1G24490	3077
AT1G24510	2977
AT1G24520	706
AT1G24530	2076
AT1G24540	1809
AT1G24545	1366
AT1G24560	3519
AT1G24570	2983
AT1G24580	884
AT1G24575	732
AT1G24577	748
AT1G24590	1014
AT1G24600	413
AT1G24610	2175
AT1G24620	1085
AT1G24625	1424
AT1G24650	2746
AT1G24660	265
AT1G24706	13769
AT1G05907	76
AT1G05913	318
AT1G05917	99
AT1G24735	1782
AT1G24764	3937
AT1G24793	2010
AT1G24800	2043
AT1G24807	2166
AT1G24822	2886
AT1G24880	2172
AT1G24851	1978
AT1G24881	1599
AT1G24909	2130
AT1G24996	891
AT1G25025	777
AT1G25054	1873
AT1G25055	1550
AT1G25083	1895
AT1G25097	3056
AT1G25098	2570
AT1G25112	777
AT1G25141	718
AT1G25145	1870
AT1G25150	1836
AT1G25155	2130
AT1G25175	2700
AT1G25180	1827
AT1G25210	1991
AT1G25211	1622
AT1G05927	1432
AT1G25220	2775
AT1G05933	695
AT1G25230	2243
AT1G05937	593
AT1G25240	1585
AT1G05943	501
AT1G25250	2757
AT1G05947	524
AT1G05953	353
AT1G25260	2341
AT1G25270	2184
AT1G25275	996
AT1G25277	1064
AT1G25280	3127
AT1G25290	2266
AT1G25300	819
AT1G25310	711
AT1G05957	247
AT1G25320	2599
AT1G25330	1834
AT1G25340	1758
AT1G25350	5289
AT1G25360	2745
AT1G25370	1548
AT1G25375	3319
AT1G25380	3051
AT1G25390	3306
AT1G25400	1727
AT1G25410	1029
AT1G25420	2353
AT1G25422	1104
AT1G25425	1464
AT1G05963	271
AT1G25440	1829
AT1G25450	2227
AT1G05967	201
AT1G25460	1730
AT1G25470	2020
AT1G25480	2800
AT1G25490	3999
AT1G25500	2938
AT1G25510	2097
AT1G25520	2478
AT1G25530	3019
AT1G25540	5751
AT1G25550	1980
AT1G25560	1759
AT1G25570	3910
AT1G25580	3204
AT1G25682	2478
AT1G25988	1199
AT1G26090	2390
AT1G05973	269
AT1G26100	1540
AT1G05977	472
AT1G26110	3615
AT1G26120	3952
AT1G05983	231
AT1G26130	6084
AT1G26140	833
AT1G26150	4228
AT1G26160	2628
AT1G26170	7412
AT1G26180	2269
AT1G26190	4046
AT1G26200	2015
AT1G26208	5514
AT1G26210	1169
AT1G05987	414
AT1G26218	1216
AT1G26220	722
AT1G26230	3095
AT1G26225	202
AT1G26233	135
AT1G05993	83
AT1G05997	194
AT1G26235	126
AT1G26240	1773
AT1G26250	1627
AT1G26255	1796
AT1G26260	2572
AT1G26270	3092
AT1G26300	3999
AT1G26290	1322
AT1G26310	3651
AT1G26320	2194
AT1G26330	6229
AT1G26340	1114
AT1G26350	772
AT1G26355	680
AT1G26360	2406
AT1G26370	4136
AT1G26380	1832
AT1G26390	1767
AT1G26400	1584
AT1G26410	1836
AT1G26420	1818
AT1G26430	74
AT1G26440	2170
AT1G26450	1615
AT1G26460	3135
AT1G26470	1280
AT1G26480	1815
AT1G26490	73
AT1G26500	1518
AT1G06003	684
AT1G26510	1194
AT1G26515	1101
AT1G26520	2690
AT1G26530	2211
AT1G26540	3405
AT1G26550	1916
AT1G26558	1988
AT1G26560	3756
AT1G26570	2386
AT1G26580	3012
AT1G26590	1952
AT1G26600	1088
AT1G26610	2056
AT1G26620	4160
AT1G26630	1618
AT1G26640	2520
AT1G26650	1538
AT1G26660	2406
AT1G26665	1486
AT1G26670	2241
AT1G26680	4336
AT1G26690	1734
AT1G06007	208
AT1G26700	5060
AT1G26710	879
AT1G26720	841
AT1G06013	305
AT1G26730	3883
AT1G26740	1672
AT1G26750	1418
AT1G06017	297
AT1G26760	1792
AT1G26761	1619
AT1G26762	569
AT1G06023	315
AT1G26770	1882
AT1G26773	177
AT1G26780	1762
AT1G26790	1510
AT1G26795	574
AT1G26796	530
AT1G26797	606
AT1G26798	551
AT1G26799	566
AT1G26800	1371
AT1G26810	3454
AT1G26815	432
AT1G06027	425
AT1G26820	1417
AT1G26830	3065
AT1G26840	2131
AT1G26850	3523
AT1G26870	2187
AT1G26880	2973
AT1G06033	147
AT1G26890	1658
AT1G26900	1870
AT1G26910	1379
AT1G06037	245
AT1G26920	1120
AT1G26921	258
AT1G26930	1882
AT1G26940	2212
AT1G26945	1674
AT1G26960	1676
AT1G26970	2509
AT1G26973	93
AT1G26975	100
AT1G26976	862
AT1G26985	100
AT1G27000	2944
AT1G27008	704
AT1G27020	2387
AT1G27030	2534
AT1G27040	3350
AT1G27045	1580
AT1G27050	1064
AT1G27060	1767
AT1G27070	2843
AT1G27080	3580
AT1G27090	2617
AT1G27100	4284
AT1G27110	4822
AT1G27120	3076
AT1G06043	202
AT1G27130	1618
AT1G27135	366
AT1G27140	1111
AT1G27150	3303
AT1G27160	773
AT1G27170	6025
AT1G27180	6571
AT1G27190	2450
AT1G27200	2431
AT1G06047	200
AT1G27210	2900
AT1G06053	490
AT1G06057	412
AT1G27220	1639
AT1G27240	840
AT1G27250	1067
AT1G27260	1020
AT1G27270	1073
AT1G06063	273
AT1G06067	340
AT1G27280	964
AT1G06073	239
AT1G27290	1588
AT1G27300	1212
AT1G06083	314
AT1G27310	1687
AT1G27320	5744
AT1G27330	1534
AT1G27340	2742
AT1G27350	1640
AT1G27360	3132
AT1G27370	3431
AT1G27380	1590
AT1G27385	2497
AT1G27390	1970
AT1G27400	1957
AT1G06087	123
AT1G27410	1825
AT1G27420	1650
AT1G27430	6456
AT1G27435	1378
AT1G27440	2523
AT1G27450	2333
AT1G27460	3127
AT1G27461	1292
AT1G27470	4255
AT1G27480	1876
AT1G27490	701
AT1G27500	2972
AT1G27510	3752
AT1G27520	3924
AT1G27530	1545
AT1G27535	409
AT1G27540	1994
AT1G27550	518
AT1G27555	566
AT1G06093	235
AT1G06097	341
AT1G27565	640
AT1G27570	6839
AT1G06103	240
AT1G27580	1269
AT1G27595	10830
AT1G27600	3070
AT1G27610	1029
AT1G27620	2414
AT1G27630	3284
AT1G27640	444
AT1G27650	2024
AT1G27660	4670
AT1G27670	1217
AT1G27680	3408
AT1G27690	2314
AT1G27695	1181
AT1G27700	2044
AT1G27710	881
AT1G27720	5135
AT1G27730	1303
AT1G27740	1615
AT1G27750	4822
AT1G27752	5530
AT1G27760	3150
AT1G27770	4676
AT1G27820	933
AT1G27840	3539
AT1G27850	5647
AT1G27860	1681
AT1G27870	642
AT1G27880	5506
AT1G27890	1041
AT1G27900	5288
AT1G27910	4068
AT1G27921	3818
AT1G27920	3194
AT1G27930	2042
AT1G27940	4807
AT1G27950	1652
AT1G27960	3660
AT1G27970	1759
AT1G27980	4264
AT1G27990	1211
AT1G28000	1290
AT1G28005	965
AT1G28010	4903
AT1G28020	2269
AT1G28030	1597
AT1G28040	1902
AT1G28050	2522
AT1G28060	4057
AT1G28070	1245
AT1G28080	1856
AT1G06113	220
AT1G28090	3399
AT1G06117	212
AT1G06123	209
AT1G28100	3313
AT1G28110	3259
AT1G28120	2631
AT1G28130	2950
AT1G28135	324
AT1G28140	2635
AT1G28150	1569
AT1G28160	809
AT1G28170	1167
AT1G28180	1539
AT1G28190	1269
AT1G06127	344
AT1G28200	2606
AT1G28210	5642
AT1G28220	1278
AT1G28230	2739
AT1G28240	4022
AT1G28250	1333
AT1G28260	3907
AT1G28265	276
AT1G06133	214
AT1G28270	1239
AT1G28280	2079
